guide,gene,control,HAP1_Day00_R1,HAP1_Day00_R2,HAP1_Day14_R1,HAP1_Day14_R2
gL_038218,Hum_XLOC_017665,false,459,487,466,599
gL_038219,Hum_XLOC_017666,false,1625,1331,1154,1212
gL_038220,Hum_XLOC_017666,false,450,659,960,655
gL_038221,Hum_XLOC_017666,false,750,1043,1028,1024
gL_038225,Hum_XLOC_017679,false,546,474,624,839
gL_038226,Hum_XLOC_017679,false,1451,723,994,1782
gL_038227,Hum_XLOC_017680,false,1127,705,766,887
gL_038228,Hum_XLOC_017680,false,494,635,824,924
gL_038229,Hum_XLOC_017680,false,524,657,466,604
gL_038233,Hum_XLOC_017692,false,865,693,485,493
gL_038234,Hum_XLOC_017692,false,1031,755,599,773
gL_038235,Hum_XLOC_017692,false,578,656,1156,1082
gL_038236,Hum_XLOC_017693,false,1430,2155,1320,1118
gL_038237,Hum_XLOC_017693,false,454,342,494,373
gL_038238,Hum_XLOC_017693,false,1500,1481,1113,1230
gL_038239,Hum_XLOC_017694,false,322,463,407,316
gL_038240,Hum_XLOC_017694,false,830,701,1015,1286
gL_038241,Hum_XLOC_017694,false,557,427,261,672
gL_038242,Hum_XLOC_017697,false,581,629,1082,883
gL_038243,Hum_XLOC_017697,false,333,473,461,287
gL_038244,Hum_XLOC_017697,false,213,161,172,157
gL_038245,Hum_XLOC_017700,false,794,1187,820,811
gL_038246,Hum_XLOC_017700,false,931,620,277,634
gL_038247,Hum_XLOC_017700,false,552,985,1241,451
gL_038248,Hum_XLOC_017703,false,1352,1447,1025,878
gL_038249,Hum_XLOC_017703,false,489,342,319,735
gL_038250,Hum_XLOC_017703,false,1536,914,1249,1384
gL_038251,Hum_XLOC_017724,false,1580,1205,1783,1286
gL_038252,Hum_XLOC_017724,false,459,564,655,578
gL_038253,Hum_XLOC_017725,false,784,716,636,847
gL_038255,Hum_XLOC_017725,false,357,341,427,342
gL_038256,Hum_XLOC_017749,false,773,829,827,639
gL_038257,Hum_XLOC_017749,false,1004,811,2050,1245
gL_038258,Hum_XLOC_017749,false,795,880,1139,967
gL_038265,Hum_XLOC_017764,false,582,695,879,1264
gL_038266,Hum_XLOC_017764,false,1059,757,768,943
gL_038267,Hum_XLOC_017764,false,975,1057,1036,1068
gL_038268,Hum_XLOC_017767,false,317,379,283,403
gL_038269,Hum_XLOC_017767,false,1633,1185,1574,2402
gL_038270,Hum_XLOC_017767,false,622,440,451,497
gL_038271,Hum_XLOC_017770,false,1585,1420,1609,1797
gL_038272,Hum_XLOC_017770,false,665,526,1053,964
gL_038273,Hum_XLOC_017771,false,810,690,717,717
gL_038275,Hum_XLOC_017772,false,730,885,464,517
gL_038276,Hum_XLOC_017772,false,922,1108,1262,874
gL_038277,Hum_XLOC_017772,false,1250,1110,1311,1367
gL_038278,Hum_XLOC_017792,false,1102,948,1334,1387
gL_038279,Hum_XLOC_017792,false,1720,1469,1277,1368
gL_038280,Hum_XLOC_017799,false,548,769,1229,883
gL_038281,Hum_XLOC_017806,false,539,616,462,533
gL_038282,Hum_XLOC_017806,false,1204,784,814,1141
gL_038283,Hum_XLOC_017806,false,1063,1068,765,751
gL_038284,Hum_XLOC_017813,false,803,917,418,499
gL_038285,Hum_XLOC_017813,false,961,963,481,851
gL_038286,Hum_XLOC_017813,false,514,481,269,489
gL_038287,Hum_XLOC_017816,false,701,775,595,953
gL_038288,Hum_XLOC_017816,false,1192,1506,1365,923
gL_038289,Hum_XLOC_017820,false,959,542,994,1003
gL_038290,Hum_XLOC_017820,false,367,703,580,422
gL_038291,Hum_XLOC_017820,false,1182,989,505,1162
gL_038292,Hum_XLOC_017824,false,939,855,798,1203
gL_038293,Hum_XLOC_017824,false,601,779,477,900
gL_038294,Hum_XLOC_017824,false,1655,1389,1934,1686
gL_038295,Hum_XLOC_017825,false,1055,891,851,1334
gL_038296,Hum_XLOC_017825,false,704,802,1023,1212
gL_038297,Hum_XLOC_017825,false,820,789,812,850
gL_038298,Hum_XLOC_017833,false,1126,1551,1444,1155
gL_038299,Hum_XLOC_017833,false,1645,1035,1105,1891
gL_038300,Hum_XLOC_017833,false,1208,1157,964,1238
gL_038301,Hum_XLOC_017862,false,552,885,801,651
gL_038302,Hum_XLOC_017862,false,855,653,796,918
gL_038305,Hum_XLOC_017879,false,891,772,854,1112
gL_038307,Hum_XLOC_017879,false,1409,1158,1201,1194
gL_038308,Hum_XLOC_017904,false,1275,1214,1384,1367
gL_038309,Hum_XLOC_017904,false,662,1037,735,727
gL_038310,Hum_XLOC_017904,false,2225,1713,1387,1884
gL_038311,Hum_XLOC_017919,false,1189,958,491,730
gL_038312,Hum_XLOC_017919,false,1240,831,1116,1033
gL_038313,Hum_XLOC_017919,false,1319,1502,1221,988
gL_038314,Hum_XLOC_017920,false,965,868,975,892
gL_038315,Hum_XLOC_017937,false,1074,841,1180,1175
gL_038316,Hum_XLOC_017937,false,969,723,970,1460
gL_038317,Hum_XLOC_017937,false,1380,1022,1460,1387
gL_038318,Hum_XLOC_017941,false,1219,1081,1686,1197
gL_038320,Hum_XLOC_017941,false,1213,1230,1113,1341
gL_038323,Hum_XLOC_017948,false,1327,1193,2005,1553
gL_038327,Hum_XLOC_017956,false,935,888,659,632
gL_038328,Hum_XLOC_017956,false,539,461,296,494
gL_038329,Hum_XLOC_017956,false,1412,1105,1225,1662
gL_038330,Hum_XLOC_017958,false,660,726,1084,848
gL_038331,Hum_XLOC_017958,false,1221,1435,1438,1131
gL_038333,Hum_XLOC_017984,false,1185,914,594,854
gL_038335,Hum_XLOC_017990,false,624,593,607,556
gL_038336,Hum_XLOC_017990,false,1764,2784,2105,2081
gL_038337,Hum_XLOC_017990,false,971,1314,1448,1475
gL_038339,Hum_XLOC_018005,false,1318,1604,738,899
gL_038340,Hum_XLOC_018005,false,906,840,649,956
gL_038341,Hum_XLOC_018011,false,601,585,364,357
gL_038342,Hum_XLOC_018011,false,658,625,324,623
gL_038343,Hum_XLOC_018011,false,115,168,354,241
gL_038344,Hum_XLOC_018051,false,862,827,866,974
gL_038345,Hum_XLOC_018051,false,1417,1348,1558,1139
gL_038346,Hum_XLOC_018070,false,813,844,1235,966
gL_038349,Hum_XLOC_018076,false,1010,800,1101,958
gL_038350,Hum_XLOC_018076,false,801,1216,771,741
gL_038351,Hum_XLOC_018076,false,669,604,870,533
gL_038353,Hum_XLOC_018111,false,979,1008,532,737
gL_038354,Hum_XLOC_018111,false,783,673,525,696
gL_038355,Hum_XLOC_018114,false,1106,1718,1277,835
gL_038356,Hum_XLOC_018114,false,778,1316,1490,830
gL_038357,Hum_XLOC_018114,false,822,745,1039,662
gL_038360,Hum_XLOC_018140,false,677,1447,1237,719
gL_038361,Hum_XLOC_018161,false,737,515,607,797
gL_038363,Hum_XLOC_018161,false,796,795,718,884
gL_038364,Hum_XLOC_018166,false,664,477,588,421
gL_038365,Hum_XLOC_018166,false,574,488,312,512
gL_038366,Hum_XLOC_018166,false,827,909,1152,1210
gL_038367,Hum_XLOC_018179,false,1445,1263,1545,1435
gL_038369,Hum_XLOC_018179,false,1173,1294,1834,1204
gL_038370,Hum_XLOC_018205,false,654,462,639,719
gL_038371,Hum_XLOC_018205,false,1086,1197,1628,1372
gL_038372,Hum_XLOC_018207,false,575,632,807,581
gL_038373,Hum_XLOC_018207,false,1198,1421,1993,1865
gL_038375,Hum_XLOC_018211,false,288,247,412,494
gL_038376,Hum_XLOC_018211,false,840,721,936,877
gL_038377,Hum_XLOC_018211,false,343,465,557,434
gL_038378,Hum_XLOC_018222,false,1760,1121,1029,1341
gL_038379,Hum_XLOC_018222,false,768,785,838,1139
gL_038380,Hum_XLOC_018222,false,596,951,1197,581
gL_038381,Hum_XLOC_018223,false,297,441,250,200
gL_038382,Hum_XLOC_018223,false,526,518,486,525
gL_038383,Hum_XLOC_018223,false,477,495,860,817
gL_038384,Hum_XLOC_018227,false,857,675,295,498
gL_038387,Hum_XLOC_018233,false,989,622,483,782
gL_038388,Hum_XLOC_018233,false,471,584,522,593
gL_038389,Hum_XLOC_018233,false,695,755,913,1094
gL_038390,Hum_XLOC_018249,false,626,399,235,585
gL_038391,Hum_XLOC_018249,false,1043,1174,1238,1287
gL_038392,Hum_XLOC_018249,false,323,329,307,778
gL_038393,Hum_XLOC_018284,false,1061,764,444,697
gL_038394,Hum_XLOC_018284,false,688,634,514,532
gL_038396,Hum_XLOC_018293,false,678,519,723,1115
gL_038397,Hum_XLOC_018293,false,1127,869,698,1173
gL_038399,Hum_XLOC_018294,false,695,697,477,583
gL_038400,Hum_XLOC_018298,false,729,931,1386,1177
gL_038401,Hum_XLOC_018298,false,760,738,778,1287
gL_038402,Hum_XLOC_018304,false,805,760,1752,1515
gL_038403,Hum_XLOC_018304,false,818,681,798,1024
gL_038404,Hum_XLOC_018311,false,420,628,455,409
gL_038405,Hum_XLOC_018311,false,540,606,535,541
gL_038406,Hum_XLOC_018316,false,693,636,751,880
gL_038407,Hum_XLOC_018316,false,445,420,713,881
gL_038408,Hum_XLOC_018316,false,749,928,1698,798
gL_038418,Hum_XLOC_018371,false,914,1036,714,913
gL_038419,Hum_XLOC_018371,false,1094,1174,851,785
gL_038420,Hum_XLOC_018371,false,878,920,1012,893
gL_038421,Hum_XLOC_018378,false,648,721,606,534
gL_038423,Hum_XLOC_018379,false,999,905,974,863
gL_038424,Hum_XLOC_018379,false,909,821,1011,920
gL_038425,Hum_XLOC_018379,false,1089,967,1119,810
gL_038427,Hum_XLOC_018393,false,940,1109,1091,935
gL_038435,Hum_XLOC_018416,false,716,585,920,923
gL_038436,Hum_XLOC_018416,false,538,902,602,612
gL_038440,Hum_XLOC_018418,false,749,728,883,772
gL_038441,Hum_XLOC_018418,false,1449,1197,1648,2216
gL_038442,Hum_XLOC_018418,false,1090,835,463,774
gL_038443,Hum_XLOC_018422,false,336,477,564,383
gL_038444,Hum_XLOC_018422,false,863,882,846,751
gL_038445,Hum_XLOC_018424,false,896,735,911,678
gL_038446,Hum_XLOC_018424,false,692,566,498,797
gL_038447,Hum_XLOC_018424,false,683,516,657,767
gL_038449,Hum_XLOC_018441,false,610,736,1125,681
gL_038450,Hum_XLOC_018441,false,1200,1229,692,1367
gL_038451,Hum_XLOC_018443,false,636,607,472,859
gL_038452,Hum_XLOC_018443,false,843,701,739,743
gL_038454,Hum_XLOC_018444,false,431,506,593,385
gL_038455,Hum_XLOC_018444,false,1115,987,1052,1169
gL_038456,Hum_XLOC_018444,false,289,326,288,397
gL_038458,Hum_XLOC_018445,false,1335,1286,976,1149
gL_038459,Hum_XLOC_018453,false,395,451,565,524
gL_038460,Hum_XLOC_018453,false,256,177,130,261
gL_038461,Hum_XLOC_018453,false,698,857,1599,1144
gL_038462,Hum_XLOC_018454,false,572,983,790,586
gL_038463,Hum_XLOC_018454,false,457,420,508,514
gL_038464,Hum_XLOC_018454,false,350,369,315,348
gL_038465,Hum_XLOC_018456,false,1350,1016,1233,1245
gL_038466,Hum_XLOC_018456,false,671,1015,1056,629
gL_038467,Hum_XLOC_018456,false,751,931,464,615
gL_038468,Hum_XLOC_018460,false,817,756,638,595
gL_038469,Hum_XLOC_018460,false,498,405,652,586
gL_038470,Hum_XLOC_018460,false,880,980,890,759
gL_038472,Hum_XLOC_018465,false,360,439,429,446
gL_038473,Hum_XLOC_018465,false,940,1178,955,872
gL_038474,Hum_XLOC_018488,false,544,966,935,826
gL_038475,Hum_XLOC_018488,false,840,688,929,689
gL_038476,Hum_XLOC_018497,false,348,365,401,548
gL_038477,Hum_XLOC_018497,false,1025,767,745,1281
gL_038478,Hum_XLOC_018497,false,1213,1201,737,860
gL_038486,Hum_XLOC_018525,false,1159,671,1244,1530
gL_038488,Hum_XLOC_018530,false,1077,932,674,896
gL_038489,Hum_XLOC_018530,false,874,786,844,677
gL_038490,Hum_XLOC_018530,false,1266,1059,1241,1236
gL_038491,Hum_XLOC_018543,false,552,372,571,1211
gL_038492,Hum_XLOC_018543,false,821,497,551,906
gL_038493,Hum_XLOC_018562,false,224,351,277,270
gL_038494,Hum_XLOC_018562,false,1422,1658,1581,1608
gL_038495,Hum_XLOC_018577,false,725,618,423,988
gL_038496,Hum_XLOC_018577,false,1207,1097,1315,1514
gL_038497,Hum_XLOC_018577,false,451,623,1889,658
gL_038498,Hum_XLOC_018583,false,1288,1096,709,1073
gL_038499,Hum_XLOC_018583,false,1333,1267,1834,1489
gL_038500,Hum_XLOC_018583,false,1230,833,1004,1523
gL_038501,Hum_XLOC_018605,false,807,983,1231,1059
gL_038502,Hum_XLOC_018605,false,352,404,276,402
gL_038503,Hum_XLOC_018605,false,1455,1122,1177,1290
gL_038506,Hum_XLOC_018627,false,729,650,763,1115
gL_038507,Hum_XLOC_018627,false,491,698,990,709
gL_038508,Hum_XLOC_018627,false,453,490,719,466
gL_038512,Hum_XLOC_018641,false,454,485,480,540
gL_038513,Hum_XLOC_018641,false,202,182,309,221
gL_038514,Hum_XLOC_018642,false,576,536,678,799
gL_038515,Hum_XLOC_018642,false,1126,1373,430,808
gL_038516,Hum_XLOC_018642,false,1781,2203,1379,1418
gL_038517,Hum_XLOC_018656,false,775,492,478,825
gL_038518,Hum_XLOC_018666,false,1684,1634,1410,1173
gL_038519,Hum_XLOC_018666,false,1091,1243,733,1102
gL_038520,Hum_XLOC_018669,false,1014,906,1081,1483
gL_038521,Hum_XLOC_018669,false,783,813,794,868
gL_038522,Hum_XLOC_018669,false,762,867,675,928
gL_038523,Hum_XLOC_018673,false,1461,1279,1475,1499
gL_038524,Hum_XLOC_018673,false,1114,1182,1794,1695
gL_038525,Hum_XLOC_018673,false,636,602,882,747
gL_038526,Hum_XLOC_018674,false,761,1197,829,620
gL_038527,Hum_XLOC_018674,false,724,929,905,1035
gL_038528,Hum_XLOC_018690,false,334,281,162,395
gL_038529,Hum_XLOC_018690,false,636,874,1276,1043
gL_038530,Hum_XLOC_018690,false,480,421,160,500
gL_038531,Hum_XLOC_018695,false,430,430,611,394
gL_038532,Hum_XLOC_018695,false,537,563,452,276
gL_038533,Hum_XLOC_018695,false,1275,1058,921,1029
gL_038537,Hum_XLOC_018699,false,1763,1399,804,807
gL_038538,Hum_XLOC_018699,false,910,690,592,1105
gL_038539,Hum_XLOC_018699,false,933,540,244,724
gL_038543,Hum_XLOC_018715,false,428,769,539,564
gL_038544,Hum_XLOC_018715,false,631,663,811,794
gL_038545,Hum_XLOC_018715,false,676,617,613,713
gL_038546,Hum_XLOC_018734,false,1542,1418,1347,1101
gL_038548,Hum_XLOC_018741,false,1092,1197,1425,1044
gL_038550,Hum_XLOC_018791,false,1439,1816,3219,1216
gL_038552,Hum_XLOC_018806,false,346,273,462,687
gL_038553,Hum_XLOC_018806,false,714,879,872,518
gL_038554,Hum_XLOC_018835,false,919,606,786,911
gL_038555,Hum_XLOC_018835,false,682,605,857,722
gL_038556,Hum_XLOC_018835,false,806,890,852,798
gL_038557,Hum_XLOC_018837,false,1544,1501,1655,1526
gL_038558,Hum_XLOC_018837,false,833,1144,940,857
gL_038559,Hum_XLOC_018837,false,397,496,351,358
gL_038563,Hum_XLOC_018842,false,702,735,379,666
gL_038564,Hum_XLOC_018842,false,1173,1483,1350,1262
gL_038565,Hum_XLOC_018842,false,910,1071,1388,1466
gL_038566,Hum_XLOC_018844,false,1036,903,1146,969
gL_038567,Hum_XLOC_018844,false,767,718,870,896
gL_038568,Hum_XLOC_018844,false,1232,968,965,1143
gL_038569,Hum_XLOC_018845,false,856,849,1522,1116
gL_038570,Hum_XLOC_018845,false,1346,1241,1093,975
gL_038571,Hum_XLOC_018848,false,1134,956,871,1057
gL_038572,Hum_XLOC_018848,false,1138,1252,1948,1435
gL_038573,Hum_XLOC_018848,false,1262,1263,923,737
gL_038574,Hum_XLOC_018858,false,1713,1577,961,1456
gL_038575,Hum_XLOC_018858,false,929,1060,943,990
gL_038576,Hum_XLOC_018858,false,1974,2134,1741,1550
gL_038580,Hum_XLOC_018920,false,1221,1325,1136,1295
gL_038581,Hum_XLOC_018920,false,435,959,767,478
gL_038582,Hum_XLOC_018920,false,1438,2216,2251,1435
gL_038583,Hum_XLOC_018925,false,722,1100,1065,882
gL_038584,Hum_XLOC_018925,false,951,694,572,898
gL_038585,Hum_XLOC_018926,false,1674,1647,1889,1508
gL_038586,Hum_XLOC_018926,false,1668,1257,1364,1502
gL_038587,Hum_XLOC_018926,false,1229,895,681,1565
gL_038588,Hum_XLOC_018943,false,754,640,364,1107
gL_038589,Hum_XLOC_018943,false,585,454,951,587
gL_038590,Hum_XLOC_018943,false,669,929,1414,1210
gL_038591,Hum_XLOC_018952,false,1196,951,716,762
gL_038594,Hum_XLOC_018955,false,503,718,813,570
gL_038595,Hum_XLOC_018955,false,1003,1157,570,584
gL_038596,Hum_XLOC_018963,false,725,493,535,485
gL_038597,Hum_XLOC_018963,false,1062,858,671,884
gL_038598,Hum_XLOC_018963,false,1027,1073,1396,1222
gL_038599,Hum_XLOC_018988,false,1595,1504,947,1228
gL_038600,Hum_XLOC_018988,false,684,676,665,484
gL_038601,Hum_XLOC_018996,false,1251,1232,1082,805
gL_038602,Hum_XLOC_018996,false,920,1114,887,902
gL_038603,Hum_XLOC_018996,false,786,896,2101,1270
gL_038604,Hum_XLOC_019002,false,937,1200,1375,1559
gL_038605,Hum_XLOC_019002,false,761,1053,1137,929
gL_038606,Hum_XLOC_019002,false,1157,1126,1227,1117
gL_038607,Hum_XLOC_019009,false,699,442,605,658
gL_038608,Hum_XLOC_019009,false,819,729,580,765
gL_038609,Hum_XLOC_019009,false,464,380,339,346
gL_038610,Hum_XLOC_019011,false,1054,483,358,1263
gL_038611,Hum_XLOC_019011,false,926,768,421,923
gL_038612,Hum_XLOC_019011,false,1053,633,642,756
gL_038613,Hum_XLOC_019018,false,1804,968,1071,1423
gL_038614,Hum_XLOC_019018,false,719,771,1385,1172
gL_038615,Hum_XLOC_019018,false,1058,701,1010,988
gL_038619,Hum_XLOC_019021,false,942,762,624,981
gL_038620,Hum_XLOC_019021,false,811,697,261,562
gL_038621,Hum_XLOC_019022,false,1119,1358,1946,1125
gL_038622,Hum_XLOC_019022,false,1364,1045,1033,1355
gL_038623,Hum_XLOC_019022,false,746,857,760,658
gL_038624,Hum_XLOC_019023,false,1475,1755,2249,2353
gL_038625,Hum_XLOC_019023,false,531,804,844,379
gL_038626,Hum_XLOC_019023,false,1533,1668,1570,1334
gL_038627,Hum_XLOC_019024,false,762,749,655,671
gL_038628,Hum_XLOC_019024,false,690,1051,681,578
gL_038629,Hum_XLOC_019047,false,1304,946,1084,923
gL_038630,Hum_XLOC_019047,false,938,1146,1055,876
gL_038631,Hum_XLOC_019049,false,655,763,1111,823
gL_038632,Hum_XLOC_019049,false,849,664,636,1056
gL_038633,Hum_XLOC_019054,false,599,641,642,860
gL_038634,Hum_XLOC_019054,false,1053,1070,1224,1056
gL_038635,Hum_XLOC_019054,false,1294,1163,1178,1138
gL_038637,Hum_XLOC_019068,false,563,752,740,763
gL_038638,Hum_XLOC_019068,false,995,1143,1143,1383
gL_038639,Hum_XLOC_019099,false,626,477,726,856
gL_038641,Hum_XLOC_019099,false,570,904,1948,1687
gL_038644,Hum_XLOC_019102,false,485,589,535,847
gL_038645,Hum_XLOC_019104,false,1042,1009,1005,976
gL_038654,Hum_XLOC_019141,false,642,466,318,451
gL_038655,Hum_XLOC_019141,false,1030,1323,1142,1021
gL_038656,Hum_XLOC_019141,false,851,1397,1082,855
gL_038657,Hum_XLOC_019145,false,1124,815,814,1228
gL_038658,Hum_XLOC_019145,false,1124,667,579,982
gL_038659,Hum_XLOC_019145,false,1747,1790,1984,1454
gL_038660,Hum_XLOC_019152,false,1082,1058,906,942
gL_038661,Hum_XLOC_019152,false,1080,963,1050,1058
gL_038662,Hum_XLOC_019152,false,811,1017,744,830
gL_038666,Hum_XLOC_019162,false,627,613,342,481
gL_038667,Hum_XLOC_019162,false,848,984,724,646
gL_038668,Hum_XLOC_019162,false,737,948,992,1051
gL_038669,Hum_XLOC_019163,false,1177,1513,1329,1142
gL_038670,Hum_XLOC_019163,false,1185,1089,1259,1086
gL_038671,Hum_XLOC_019163,false,1617,1553,1222,1174
gL_038674,Hum_XLOC_019173,false,565,611,443,747
gL_038675,Hum_XLOC_019173,false,1405,1110,1523,1352
gL_038676,Hum_XLOC_019187,false,893,1057,1085,918
gL_038677,Hum_XLOC_019187,false,1329,1170,918,908
gL_038678,Hum_XLOC_019187,false,866,1067,635,771
gL_038679,Hum_XLOC_019198,false,919,1055,648,913
gL_038680,Hum_XLOC_019199,false,986,733,1065,1039
gL_038681,Hum_XLOC_019199,false,1166,1099,1201,1025
gL_038682,Hum_XLOC_019199,false,1009,970,1406,1154
gL_038688,Hum_XLOC_019237,false,1220,1108,703,906
gL_038689,Hum_XLOC_019240,false,319,374,364,265
gL_038690,Hum_XLOC_019240,false,1298,1115,1201,1298
gL_038691,Hum_XLOC_019240,false,1024,742,926,1155
gL_038692,Hum_XLOC_019243,false,1170,1961,1547,1598
gL_038693,Hum_XLOC_019243,false,1024,973,1298,1306
gL_038694,Hum_XLOC_019243,false,888,929,877,1013
gL_038695,Hum_XLOC_019247,false,408,339,314,554
gL_038696,Hum_XLOC_019247,false,724,584,530,702
gL_038697,Hum_XLOC_019247,false,511,561,521,344
gL_038698,Hum_XLOC_019267,false,501,477,371,388
gL_038699,Hum_XLOC_019267,false,1285,1228,1100,1013
gL_038700,Hum_XLOC_019267,false,1272,1292,1193,1082
gL_038701,Hum_XLOC_019268,false,696,574,561,642
gL_038702,Hum_XLOC_019268,false,936,1133,849,904
gL_038703,Hum_XLOC_019273,false,767,1039,826,776
gL_038704,Hum_XLOC_019273,false,332,654,967,603
gL_038705,Hum_XLOC_019273,false,846,1164,1211,936
gL_038706,Hum_XLOC_019277,false,1138,1157,822,925
gL_038707,Hum_XLOC_019277,false,536,689,837,897
gL_038708,Hum_XLOC_019277,false,1212,1494,1395,1050
gL_038712,Hum_XLOC_019287,false,1136,1015,883,1218
gL_038713,Hum_XLOC_019287,false,1023,1124,1195,1730
gL_038714,Hum_XLOC_019287,false,923,1340,985,1613
gL_038717,Hum_XLOC_019290,false,705,671,840,841
gL_038718,Hum_XLOC_019290,false,771,1036,942,964
gL_038719,Hum_XLOC_019290,false,1045,1177,1116,950
gL_038721,Hum_XLOC_019291,false,262,199,230,416
gL_038722,Hum_XLOC_019291,false,1212,940,955,1203
gL_038723,Hum_XLOC_019295,false,612,1052,1189,822
gL_038724,Hum_XLOC_019295,false,971,930,1500,1117
gL_038726,Hum_XLOC_019301,false,666,574,212,322
gL_038727,Hum_XLOC_019301,false,1135,1341,1088,1016
gL_038728,Hum_XLOC_019301,false,860,944,1484,1370
gL_038729,Hum_XLOC_019304,false,659,517,942,1100
gL_038730,Hum_XLOC_019304,false,815,799,491,686
gL_038731,Hum_XLOC_019310,false,1605,1028,750,1327
gL_038732,Hum_XLOC_019318,false,721,923,768,745
gL_038733,Hum_XLOC_019318,false,924,845,1007,1003
gL_038734,Hum_XLOC_019318,false,443,465,936,723
gL_038735,Hum_XLOC_019319,false,575,674,535,554
gL_038736,Hum_XLOC_019319,false,587,723,907,1020
gL_038737,Hum_XLOC_019319,false,1168,889,1102,812
gL_038738,Hum_XLOC_019324,false,318,294,513,625
gL_038739,Hum_XLOC_019324,false,532,455,479,837
gL_038740,Hum_XLOC_019332,false,787,844,1128,1024
gL_038741,Hum_XLOC_019332,false,884,827,988,808
gL_038742,Hum_XLOC_019350,false,899,775,952,765
gL_038743,Hum_XLOC_019350,false,1056,961,1128,973
gL_038744,Hum_XLOC_019350,false,688,937,1118,1015
gL_038745,Hum_XLOC_019370,false,1232,1372,1494,1003
gL_038746,Hum_XLOC_019370,false,681,615,487,550
gL_038747,Hum_XLOC_019370,false,1007,1554,1657,822
gL_038748,Hum_XLOC_019371,false,484,536,692,514
gL_038749,Hum_XLOC_019371,false,585,571,606,1103
gL_038760,Hum_XLOC_019412,false,990,938,1389,906
gL_038761,Hum_XLOC_019412,false,46,121,165,66
gL_038762,Hum_XLOC_019412,false,895,592,996,1106
gL_038766,Hum_XLOC_019414,false,885,726,709,810
gL_038767,Hum_XLOC_019414,false,693,824,841,693
gL_038771,Hum_XLOC_019446,false,1114,1221,1262,1501
gL_038772,Hum_XLOC_019446,false,368,472,301,640
gL_038773,Hum_XLOC_019446,false,647,989,1512,1232
gL_038774,Hum_XLOC_019472,false,1079,1115,1160,909
gL_038775,Hum_XLOC_019472,false,629,775,1536,1224
gL_038776,Hum_XLOC_019486,false,877,888,1000,811
gL_038777,Hum_XLOC_019486,false,1155,954,1084,1462
gL_038778,Hum_XLOC_019486,false,998,958,780,849
gL_038779,Hum_XLOC_019503,false,1123,1291,2036,1715
gL_038780,Hum_XLOC_019503,false,419,622,1332,863
gL_038781,Hum_XLOC_019503,false,787,654,581,874
gL_038782,Hum_XLOC_019508,false,584,665,891,738
gL_038783,Hum_XLOC_019508,false,1371,1229,1446,1778
gL_038784,Hum_XLOC_019508,false,551,804,916,833
gL_038785,Hum_XLOC_019522,false,1461,1058,842,1241
gL_038786,Hum_XLOC_019522,false,1383,1362,2064,1316
gL_038787,Hum_XLOC_019522,false,1078,1003,958,591
gL_038788,Hum_XLOC_019528,false,1092,995,750,1151
gL_038789,Hum_XLOC_019528,false,1633,1627,1290,1839
gL_038790,Hum_XLOC_019531,false,1189,1196,1624,1462
gL_038791,Hum_XLOC_019531,false,1505,1792,1433,1279
gL_038792,Hum_XLOC_019531,false,304,418,168,275
gL_038793,Hum_XLOC_019532,false,452,487,575,412
gL_038794,Hum_XLOC_019532,false,210,317,507,342
gL_038795,Hum_XLOC_019533,false,620,756,488,801
